Valence,Arousal,Dominance
0.5683751937984496,0.44298914728682165,0.5167976744186048
0.579255881948739,0.46288657836872127,0.5363613395863396
0.5784513736263734,0.43075956959706957,0.4936591575091575
0.6132706349206349,0.43739325396825396,0.5703277777777778
0.5659716417910448,0.4296786069651743,0.5101350746268657
0.47619122807017555,0.45044298245614034,0.43726666666666675
0.6452619047619048,0.39381904761904774,0.5001714285714286
0.5718581818181817,0.4438015151515151,0.5317354545454543
0.5914440298507465,0.5483962686567163,0.7025179104477612
0.5273389550264552,0.4428562169312168,0.491052447089947
0.5768333333333333,0.5272864583333332,0.555420138888889
0.5756881720430106,0.4041344086021504,0.48289784946236564
0.6010732638888888,0.4545697916666666,0.5859559027777779
0.6867407407407408,0.4924814814814816,0.6572222222222223
0.6183579166666665,0.4595466666666666,0.5300100000000002
0.6100661904761906,0.43693904761904745,0.5951595238095239
0.5437446236559142,0.39469454685099836,0.4520259600614441
0.5220601092896174,0.4186092896174863,0.4402062841530055
0.5081773504273502,0.4795833333333333,0.5466752136752135
0.5253445147679325,0.44552573839662457,0.5020968354430378
0.5060474548440064,0.44274400656814455,0.46775435139573074
0.5526666666666668,0.46265863095238086,0.5338163690476191
0.6160948498964803,0.42171946169772256,0.5212292960662527
0.6070965053763443,0.439785752688172,0.5011155913978497
0.603419494047619,0.42990937500000015,0.5331941964285715
0.6199560936238903,0.4008951977401129,0.5157590799031477
0.611710654761905,0.41300101190476174,0.5278433333333336
0.6565323660714284,0.44765122767857124,0.5556426711309523
0.6286773504273505,0.4077809829059828,0.47932051282051263
0.5216586206896551,0.4307011494252873,0.5072066091954022
0.5801605633802818,0.44560187793427225,0.5396643192488264
0.6070597222222222,0.4493486111111111,0.5085152777777778
0.6176551724137931,0.45475114942528744,0.5591775862068966
0.5964549751243782,0.42704751243781114,0.5773248756218906
0.5487476851851851,0.39952314814814804,0.45177083333333345
0.636476865671642,0.4099072139303483,0.44714825870646757
0.6336231343283582,0.47065298507462694,0.6283942786069652
0.6518521505376343,0.5054986559139784,0.6544704301075271
0.5680724637681159,0.42850434782608704,0.5160913043478262
0.6330769745649264,0.4459553212851407,0.5207685742971886
0.5496975655430713,0.433049625468165,0.5031179775280898
0.49034074074074085,0.468362962962963,0.5409055555555555
0.5896643650793653,0.4532134126984126,0.5295633333333334
0.628790322580645,0.44477419354838693,0.4872290322580645
0.5712654320987655,0.46843518518518507,0.5353456790123459
0.5721765873015872,0.443404761904762,0.5109801587301588
0.6555895833333334,0.3745666666666666,0.5044479166666668
0.5750641025641026,0.4427820512820514,0.5093814102564105
0.6014594444444442,0.475785,0.5206205555555558
0.5998723684210526,0.44508925438596497,0.569726754385965
0.551762333762334,0.4600008794508794,0.5621003003003003
0.5259506974506974,0.4522479557479557,0.49162037037037054
0.6024161375661375,0.46428888888888886,0.6002746031746035
0.5974390946502061,0.3821645061728395,0.46571975308641966
0.6647585470085469,0.4316089743589743,0.612480982905983
0.5089501731601731,0.4588090187590188,0.4965523737373737
0.6421408333333334,0.41610988095238083,0.5287052380952382
0.5703682170542635,0.4284763565891474,0.5192961240310079
0.6619033824640969,0.4210781746031747,0.5115277966742253
0.5768760273972604,0.42029726027397246,0.5059650684931507
0.5853618721461188,0.4508778538812784,0.5636449771689497
0.5288434959349593,0.4447932926829268,0.508698577235772
0.620948275862069,0.42777011494252865,0.5599528735632183
0.6075515503875969,0.42329321705426354,0.5223980620155039
0.60276884057971,0.38102210144927523,0.4982483695652174
0.5836510416666665,0.42648567708333324,0.5319739583333333
0.6290119047619047,0.4414233333333334,0.6156566666666665
0.5992781498015874,0.3860260168650793,0.5127295138888889
0.5467166666666664,0.5038964285714285,0.5529654761904763
0.5771002109704642,0.4825896624472574,0.5344483122362872
0.5575887096774192,0.3991881720430107,0.47649059139784944
0.6286015873015872,0.4781329805996473,0.6001814814814815
0.5848131299121588,0.43490709662505794,0.5224394822006474
0.6142274986917846,0.3989867870225014,0.4909670329670329
0.6198772594752187,0.4049043731778425,0.5245149659863945
0.6337023809523812,0.43224744897959183,0.5412295918367346
0.6472610416666668,0.47964833333333345,0.5914881249999999
0.5868739837398373,0.3923016260162602,0.5001493902439026
0.5972542735042737,0.4320737179487179,0.5404925213675214
0.5160271486643438,0.4405403600464575,0.4757976771196285
0.5747758730158731,0.4027220634920635,0.5156066666666668
0.542477380952381,0.43547142857142845,0.49370595238095244
0.6349514504652436,0.3774988505747129,0.4722728243021348
0.6106104166666666,0.4479380208333333,0.46920130208333344
0.5769115990990991,0.41165495495495497,0.48060855855855855
0.6303180555555555,0.48483958333333327,0.6293362847222223
0.6468748148148147,0.4181574074074073,0.5746740740740741
0.6564848314606742,0.4405636169074372,0.5657313804173357
0.5796838888888889,0.3707072222222222,0.47540388888888896
0.5849575471698114,0.44452044025157245,0.5483317610062896
0.5612875000000002,0.40944305555555555,0.49783194444444445
0.6038228310502284,0.39569109589041085,0.5145452054794523
0.6171996855345913,0.4216037735849057,0.5466053459119499
0.5285066725455615,0.5148210758377425,0.5794973544973544
0.638270987654321,0.488975720164609,0.5821228395061729
0.6691988095238095,0.4721654761904761,0.5996845238095236
0.6103409090909092,0.455332154882155,0.5990526936026938
0.593545785440613,0.4472028735632182,0.5228636015325673
0.5639205128205128,0.4784128205128206,0.5466615384615388
0.6283864583333335,0.4505968750000001,0.5388124999999999
0.5908507843137254,0.4754415686274507,0.5846711764705883
0.5706027336860671,0.4660119047619049,0.539358759553204
0.6466651743796109,0.3842259054325955,0.514399765258216
0.5469280753968254,0.4230638392857143,0.4906717096560846
0.6881363636363634,0.43125216450216447,0.5575584415584418
0.5440770952380951,0.45607409523809517,0.5158812619047621
0.6248450704225353,0.4372946009389671,0.5435366197183098
0.6208524621212119,0.403140909090909,0.5014119318181817
0.5320204119850188,0.458739700374532,0.5179514981273406
0.6187641156462582,0.39586292517006827,0.47853095238095233
0.6254944029850744,0.46303482587064676,0.5872170398009945
0.5295166666666666,0.3720541666666667,0.44008125000000015
0.628022473275024,0.4200515063168126,0.5296326530612244
0.608809405940594,0.4364125412541252,0.5298514851485145
0.6011912935323382,0.4339256218905474,0.5051900497512437
0.5696596119929453,0.4771719576719577,0.5342156084656084
0.6004018987341773,0.4219541139240506,0.5026397679324894
