Valence,Arousal,Dominance
0.739875,0.46749999999999997,0.5729166666666667
0.5233560606060607,0.40253333333333335,0.5034969696969698
0.6776268518518521,0.43634953703703694,0.5812787037037037
0.5246111111111111,0.7592777777777778,0.8274444444444445
0.5262857142857142,0.3747142857142857,0.4203571428571429
0.6241770833333333,0.44722916666666673,0.5306249999999999
0.6284270833333334,0.4900833333333333,0.5846250000000001
0.6063873626373626,0.46466941391941396,0.5036382783882783
0.6700119047619048,0.48530357142857145,0.5649880952380952
0.6050931372549019,0.45881372549019606,0.5706960784313726
0.6075151515151517,0.383030303030303,0.47240909090909095
0.7500654761904763,0.4902976190476191,0.5764595238095238
0.6052261904761904,0.44779761904761906,0.5176428571428572
0.6344642857142857,0.38839285714285715,0.48589285714285707
0.6389784946236559,0.4528682795698925,0.5753010752688172
0.7090624999999999,0.4879375,0.5615
0.5721301020408163,0.4341265306122449,0.49186156462585034
0.6283529411764706,0.4632843137254903,0.5681029411764706
0.6924029304029303,0.49214972527472517,0.6172419413919414
0.5683538461538461,0.38038397435897436,0.4800115384615386
0.5571857142857144,0.42499642857142866,0.44498809523809524
0.6485444444444446,0.5256277777777778,0.5806833333333333
0.738097619047619,0.4217476190476191,0.546052380952381
0.6484836134453781,0.4067189075630252,0.5274575630252102
0.6431049382716049,0.4227654320987654,0.5146574074074075
0.710547619047619,0.4632698412698413,0.5810634920634921
0.6430788288288287,0.4257950450450451,0.5040788288288289
0.6947912414965988,0.4321751700680272,0.5658307823129253
0.8620000000000001,0.5016666666666666,0.5396666666666666
0.4210416666666666,0.5034513888888889,0.514048611111111
0.601861616161616,0.40930909090909084,0.4493151515151515
0.6568053571428571,0.3929267857142858,0.5275589285714286
0.5388703703703703,0.4849444444444445,0.4782777777777777
0.6229489795918368,0.420812925170068,0.5018809523809523
0.5985833333333334,0.43625,0.47562499999999996
0.6522719298245615,0.46927192982456145,0.5274649122807017
0.5985980392156862,0.40841764705882355,0.47380000000000005
0.6447079710144927,0.37975869565217396,0.46995
0.6033333333333334,0.4166282051282051,0.4759358974358973
0.5977592592592593,0.4595555555555555,0.46127777777777773
0.6589903846153844,0.4663173076923076,0.5197115384615386
0.5031428571428572,0.42107142857142854,0.4350714285714286
0.6240333333333332,0.4469,0.5984777777777777
0.5566458333333333,0.4175416666666667,0.44742708333333325
0.6318636363636364,0.42310606060606054,0.43100000000000005
0.6952954545454545,0.4998712121212122,0.5250454545454546
0.6194666666666666,0.563,0.5347999999999999
0.6255437370600414,0.41185662525879907,0.49705538302277436
0.5811287878787879,0.43510227272727264,0.4979545454545456
0.6062450980392157,0.4992117647058824,0.5120941176470587
0.6273666666666666,0.3836333333333334,0.4597333333333333
0.6425000000000001,0.3669166666666667,0.46693055555555557
0.4128125000000001,0.46251249999999994,0.49395
0.638888888888889,0.4222222222222222,0.526
0.6217777777777779,0.40616666666666673,0.4910555555555555
0.6130555555555555,0.3651388888888889,0.5114444444444444
0.639904761904762,0.41474206349206344,0.5231428571428571
0.6169912280701754,0.3816666666666667,0.4800263157894737
0.5738472222222222,0.4645333333333333,0.4878833333333333
0.6365897435897436,0.43546153846153846,0.5461410256410256
0.6171875,0.358875,0.4616875
0.6506666666666667,0.3816190476190476,0.4772023809523809
0.5757543859649122,0.4198771929824562,0.4609078947368421
0.66055,0.3806,0.538075
0.6670595238095238,0.48911904761904756,0.4969583333333333
0.6319444444444445,0.38749999999999996,0.5316111111111111
0.7092777777777778,0.5163333333333333,0.5225000000000001
0.5979375,0.4881458333333333,0.48635416666666664
0.6100606060606061,0.4511969696969698,0.49543939393939385
0.5146941176470589,0.4429823529411765,0.49348823529411756
0.623925925925926,0.4832222222222222,0.49966666666666665
0.5783809523809523,0.3975238095238095,0.4028333333333333
0.6616966666666664,0.38441,0.4903133333333334
0.5158796296296297,0.4793796296296297,0.4158611111111111
0.6041333333333334,0.5389333333333333,0.4726666666666667
0.6160617283950617,0.42176543209876544,0.5014135802469136
0.6211567460317461,0.4501104497354497,0.5133895502645502
0.5938717948717949,0.42505128205128206,0.4955641025641026
0.6195688888888888,0.36323555555555564,0.4747155555555557
0.6253652173913044,0.37218478260869575,0.4713550724637681
0.5359107142857142,0.4788154761904761,0.4486250000000001
0.5958951388888889,0.4235402777777777,0.5054277777777778
0.5156794871794872,0.36173076923076913,0.41188461538461546
0.5757175925925926,0.4427361111111112,0.4667175925925926
0.5360166666666667,0.49928333333333336,0.4828166666666666
0.625866743471582,0.4285337941628265,0.5020752688172043
0.5207222222222222,0.4350777777777779,0.4609111111111111
0.5241875,0.38705138888888896,0.4458305555555555
0.6762936507936508,0.4484047619047619,0.5288544973544974
0.5199444444444445,0.4261296296296296,0.46888888888888886
0.6266781609195402,0.44812068965517243,0.5273045977011496
0.6125712121212122,0.44878636363636376,0.4848378787878789
0.6114333333333334,0.3830555555555556,0.47634999999999994
0.6315000000000001,0.42474999999999996,0.5622499999999999
0.6628534226190476,0.4204732142857143,0.48924032738095236
0.6028541666666667,0.4003125,0.46210416666666665
0.5834375,0.4903125,0.5296875
0.6089351587301588,0.40261904761904765,0.5119559523809525
0.5537647058823529,0.3842549019607843,0.4368235294117648
0.5189270833333334,0.5625729166666666,0.5500520833333333
0.645015873015873,0.43377301587301587,0.5162111111111111
0.6210714285714285,0.4326488095238095,0.5104523809523809
0.6549555555555556,0.38763333333333333,0.47551666666666664
0.6913666666666667,0.3778666666666667,0.5096666666666667
0.6111721611721612,0.4191593406593406,0.4825586080586082
0.7110416666666667,0.46557291666666667,0.5505416666666666
0.5906540616246501,0.4197577030812325,0.45870588235294113
0.615517857142857,0.41807738095238084,0.5353892857142858
0.520264880952381,0.398235119047619,0.4563749999999999
0.499875,0.43912499999999993,0.45262499999999994
0.6053041666666666,0.37211250000000007,0.5193708333333334
0.6197435897435898,0.40835897435897434,0.5300769230769231
0.6568910256410257,0.43630128205128205,0.5665320512820513
0.5132698412698412,0.36638293650793646,0.40806944444444443
